Easy to use online purchase	Sep 11, 2018	2018-09-11	Rated 5 out of 5 stars	Easy to use online purchase. Good pricing.	5b9731e84de5666d34904edc	952
Great experience	Sep 11, 2018	2018-09-11	Rated 5 out of 5 stars	Easy, convenient and great UX! Clear website and language, love the pricing transparency. Fast! Competitively priced.	5b972d534de5666d348e2008	952
i love this company	Sep 11, 2018	2018-09-11	Rated 5 out of 5 stars	i love this company. fast, easy to purchase. havent tried making a claims though,their customer service experience is top notch.	5b9729514de5666d348c29ed	952
Quick and fuss free process with…	Sep 11, 2018	2018-09-11	Rated 5 out of 5 stars	Quick and fuss free process with attractive rates!!	5b97283c4de5666d348b9a9b	952
New policy member	Sep 11, 2018	2018-09-11	Rated 5 out of 5 stars	Straightforward and easy to apply. Cheap and good policy. Highly  recommended	5b9726164de5666d348a81d1	952
I like it as it's quick and easy with…	Sep 11, 2018	2018-09-11	Rated 5 out of 5 stars	I like it as it's quick and easy with few clicks away to get my insurance needs	5b970e084de5666d347ea8ed	952
Fast and Easy.	Sep 11, 2018	2018-09-11	Rated 5 out of 5 stars		5b970c104de5666d347db431	952
friendly staff	Sep 10, 2018	2018-09-10	Rated 5 out of 5 stars	friendly staff, easy to use apps	5b9702324de5666d3477b2cb	953
Good	Sep 10, 2018	2018-09-10	Rated 5 out of 5 stars	Good and fast	5b9691684de5666d341f4a24	953
Always a joy to use fwd as my provider	Sep 10, 2018	2018-09-10	Rated 5 out of 5 stars		5b968fca4de5666d341de729	953
Fast and good!	Sep 10, 2018	2018-09-10	Rated 5 out of 5 stars	Easy to use. Fast to apply and value for money!	5b9687824de5666d3416f1e8	953
Great	Sep 10, 2018	2018-09-10	Rated 5 out of 5 stars	Great, very fast and easy to apply for the travel insurance	565fc0520000ff0001efb043	953
Indeed it offer the discount as promise…	Sep 10, 2018	2018-09-10	Rated 5 out of 5 stars	Indeed it offer the discount as promise in the email.	5b967fed4de5666d34102148	953
Like the quick response by your online…	Sep 10, 2018	2018-09-10	Rated 4 out of 5 stars	Like the quick response by your online customers service officer.	5b9677e24de5666d34098a8e	953
Easy and Fast!	Sep 10, 2018	2018-09-10	Rated 5 out of 5 stars	Very user friendly experience buying online. Prices are very competitive too!	5b9668a14de5666d34fad717	953
Fuss-free	Sep 10, 2018	2018-09-10	Rated 5 out of 5 stars	Fuss-free, ease of use and good, readable fonts make getting insurance so easy!	593748da0000ff000aa0b85f	953
Hassle free booking	Sep 10, 2018	2018-09-10	Rated 5 out of 5 stars	Hassle free booking! My medical claim was smooth!	5b9652314de5666d34e58452	953
Best Online Insurance Quote	Sep 10, 2018	2018-09-10	Rated 4 out of 5 stars	It provide the best insurance quotes available in Singapore. But I am not sure whether claims are as hassle free as NTUC or Prudential.	5b964b7c4de5666d34e0673f	953
Awesome Travel Insurance Company!	Updated Sep 10, 2018	2018-09-10	Rated 5 out of 5 stars	Been fantastic to deal with, with hassle free claims, that are simple to file. Feel like you can travel and know they have you covered - all for a great price, can't go wrong with FWD!	5b9642904de5666d34d92e4c	953
Easy to use system	Sep 10, 2018	2018-09-10	Rated 5 out of 5 stars	Easy to use system. Done in less than 5 minutes.	5b9635c04de5666d34ca97ea	953
Travel Insurance	Sep 10, 2018	2018-09-10	Rated 5 out of 5 stars	Thank you so much for ms Irish she is a great patient and kind person. She give a good help to advice for my critical concern and guide on my travel insurance purchase.Thank you!.	5b960ef54de5666d34adc1ae	953
STRAIGHT FORWARD APPLICATION PROCEDURE	Sep 10, 2018	2018-09-10	Rated 5 out of 5 stars		5b9605e64de5666d34a897a4	953
Simple	Sep 10, 2018	2018-09-10	Rated 5 out of 5 stars	Simple, speedy process for purchase!	5b95e2b74de5666d34973c30	953
Hassle free online experience and…	Sep 10, 2018	2018-09-10	Rated 5 out of 5 stars	Hassle free online experience and interface	5b95df014de5666d34959410	953
Good coverage.	Sep 9, 2018	2018-09-09	Rated 4 out of 5 stars		5b954a694de5666d34425d0b	953
Fast, Simple and Time-efficient	Sep 9, 2018	2018-09-09	Rated 5 out of 5 stars	The quote and purchase process is clean-cut, easy to navigate and straightforward. Claims are likewise, time-efficient with minimum hassle. Competitive prices with promotions also make for an attractive deal. Great experience w FWD so far!	5b953d194de5666d3439d520	953
Becoming a loyal FWD Supporter!	Sep 9, 2018	2018-09-09	Rated 5 out of 5 stars	Becoming a loyal FWD Supporter!More n more policies with FWD haha	5b8954c14de5666d344b8a87	953
Hassle free and easy online purchase	Sep 9, 2018	2018-09-09	Rated 5 out of 5 stars	Hassle free and easy online purchase. Attractive deal with the ongoing promotion.	5b952c384de5666d342ed7ce	954
Unexpectedly good claim experience	Updated Nov 15, 2018	2018-11-15	Rated 5 out of 5 stars	My claim experience with FWD contact centre and claim personnel Keith Tay is extremely comforting. Their fast pace in acknowledging your claim submission and assessing claim with response is fantastically good. To experience an incident in overseas is seriously unfortunate, but I’m glad that I’d always purchased my travel insurance for most of my overseas trips. And FWD online interface plus frequent promotions made that convenient and always keep FWD on my mind.Thank you FWD and team, especially to Keith Tay for your extreme efficiency.	5b952b904de5666d342e6674	954
had to retype everything as i couldnt…	Sep 9, 2018	2018-09-09	Rated 2 out of 5 stars	had to retype everything as i couldnt proceed to payment page on first try. told to contact customer service, but no customer support on sundays.	5b9529624de5666d342ce618	954
Haven’t engage the agent but so far…	Sep 9, 2018	2018-09-09	Rated 4 out of 5 stars	Haven’t engage the agent but so far have pleasant experience to buy the insurance package	5b95232a4de5666d34292309	954
Nil.	Sep 9, 2018	2018-09-09	Rated 4 out of 5 stars	Nil ten characters	5b95227d4de5666d3428b2cb	954
Got an email earlier promising a 35%…	Sep 9, 2018	2018-09-09	Rated 3 out of 5 stars	Got an email earlier promising a 35% discount on the 9 Sep but when the day come, it became 30%.	5b9521424de5666d3427dc1e	954
the form to enter promo code did not…	Sep 9, 2018	2018-09-09	Rated 4 out of 5 stars	the form to enter promo code did not appear the first time round. but after refreshing the page, all was good. good and transparent prices.	5b9518634de5666d34224c64	954
It would be more better if the coverage…	Sep 9, 2018	2018-09-09	Rated 3 out of 5 stars	It would be more better if the coverage is more such as full terrorism coverage. Trip postphonement, travel & baggage delay coverage insured is higher.	5b9516af4de5666d34214bea	954
The online purchase is easy but the…	Sep 9, 2018	2018-09-09	Rated 4 out of 5 stars	The online purchase is easy but the test is whether the claim process is simple if the need arises.	5b94ebef4de5666d3406a203	954
Easy to use	Sep 9, 2018	2018-09-09	Rated 5 out of 5 stars	Easy to use. Very grateful for the promo.	5b94cc2b4de5666d34f44de1	954
easy to use	Sep 9, 2018	2018-09-09	Rated 5 out of 5 stars	easy to use, fast, CHEAPER and mostly can buy any time	5b9498934de5666d34dd9d07	954
Great user experience	Sep 9, 2018	2018-09-09	Rated 5 out of 5 stars	They managed to clear my doubts as well as verified my claims in short time! :)	5b948f3a4de5666d34d9c341	954
So far so good	Sep 9, 2018	2018-09-09	Rated 5 out of 5 stars	So far so good. No claims yet.	57d7cc250000ff000a43e734	954
Problem with 35% promotion for royal customer	Updated Sep 9, 2018	2018-09-09	Rated 2 out of 5 stars	I received an email for your 2nd birthday promotion with 35% discount for royal customer starting from 9th Sept. I have used the email link to purchase an annual plan today 9th Sept. I was not offer 35% as royal customer instead only 30% discount offer appears.	5b94825d4de5666d34d48eff	954
Easy	Sep 8, 2018	2018-09-08	Rated 5 out of 5 stars	Very simple and easy to useWill introduce to my friends	5b93caeb4de5666d3473fc6d	954
Very user friendly and straight forward!	Sep 8, 2018	2018-09-08	Rated 5 out of 5 stars		5b938f374de5666d345069d9	954
Clear explaination of key differences…	Sep 8, 2018	2018-09-08	Rated 3 out of 5 stars	Clear explaination of key differences between various plans offered.	5b937fc24de5666d34471e93	954
This is my first time purchasing any…	Sep 8, 2018	2018-09-08	Rated 5 out of 5 stars	This is my first time purchasing any form of insurance from FWD and I'm impressed by the ease of use and amazing transaction speed. Very easy understanding of insurance terms as well.	5b9362cb4de5666d3437b51e	954
Well Done	Sep 8, 2018	2018-09-08	Rated 5 out of 5 stars	Yes. Well Done.. Premium Offered beats all other old Travel Insurance   TQ	5b931e864de5666d341a55fc	954
Affordable policy with reasonable T&Cs	Sep 7, 2018	2018-09-07	Rated 5 out of 5 stars		5b92a0fd4de5666d34cdc458	954
cheapest coverage not bad	Sep 7, 2018	2018-09-07	Rated 5 out of 5 stars		5b9279a04de5666d34ac0d39	955
Fast and easy	Sep 7, 2018	2018-09-07	Rated 5 out of 5 stars		5b926a8d4de5666d349f1aac	955
Pre-travel review	Sep 7, 2018	2018-09-07	Rated 5 out of 5 stars	Just bought this single travel insurance policy for my upcoming trip to Japan. Hence giving it a 5-star review for the fluid purchase experience on the website and the affordable pricing. Hopefully the trip is smooth without glitch. If there's a need for claim after the trip, I shall update my review then.	5b920f5b4de5666d3426a6e7	955
user friendly and easy to understand	Sep 7, 2018	2018-09-07	Rated 4 out of 5 stars		5b920d1b4de5666d3425839c	955
Hassle free transaction and easy to get…	Sep 7, 2018	2018-09-07	Rated 5 out of 5 stars	Hassle free transaction and easy to get around the sites.	5b91eebb4de5666d341a4d29	955
Hassle free transaction.	Sep 7, 2018	2018-09-07	Rated 5 out of 5 stars		5b91e68e4de5666d3416b69d	955
Im over 70 as birthdate stated in…	Sep 7, 2018	2018-09-07	Rated 4 out of 5 stars	Im over 70 as birthdate stated in details. Medical coverage says adult under 70. No opportunity to see what cover for over 70?	5b91e33c4de5666d341543eb	955
Website is fast and transparent	Sep 7, 2018	2018-09-07	Rated 5 out of 5 stars	Website is fast and transparent. Pricing is reasonable for the coverage.	5b91e2884de5666d3414f948	955
Easy to buy insurance	Sep 6, 2018	2018-09-06	Rated 5 out of 5 stars	Easy to buy insurance. Always very competitive in pricings.	5b914d684de5666d34b77499	955
Truly seamless	Sep 6, 2018	2018-09-06	Rated 5 out of 5 stars		5b9130d44de5666d349d696f	955
KEEP IT UP -- more discount please	Sep 6, 2018	2018-09-06	Rated 4 out of 5 stars	KEEP IT UP -- more discount please - provide a defensive driving course for all drivers after 1 year with your company - who ever signs up and completes the course with a PASS(must take a test score higher then 80%) - should receive further discount - additional 15% off - why not! then offer me a royalty for every person that pass's the test. You charge for the test as well - $35 SGD - that's where I get my royalty...	5b9127ee4de5666d3494e003	955
Payment is easy and smooth	Sep 6, 2018	2018-09-06	Rated 3 out of 5 stars	Payment is easy and smooth. However getting help and queries answered could have been more instantaneous. Had to wait for responses to queries. Staff was courteous and professional but the system does not allow for instant replies in queries which is frustrating when filling up the form and have to abort process due to queries.	5b9117074de5666d34862bff	955
Ease of use, signed up within 15 minutes of assessments	Sep 6, 2018	2018-09-06	Rated 4 out of 5 stars	Competitive pricing and follow up with a callback.Great platform and great transparency to the T&Cs of the car insurance policy.	5b90eeac4de5666d3464a181	955
Fast website loading	Sep 6, 2018	2018-09-06	Rated 5 out of 5 stars	Fast website loading, simplified webpage, easy to navigate, value for $$	5b90d61b4de5666d344f9d30	955
Bad interface on mobile phone ...	Sep 6, 2018	2018-09-06	Rated 2 out of 5 stars		5b90a1974de5666d3433c307	955
Very please with your insurance…	Sep 6, 2018	2018-09-06	Rated 5 out of 5 stars	Very please with your insurance purchasing platform. Simple and fuss free :)	5b4d5bdb4de5666d34891501	955
easy and user friendly	Sep 6, 2018	2018-09-06	Rated 5 out of 5 stars		5b90949d4de5666d342e1b08	955
Simple	Sep 6, 2018	2018-09-06	Rated 5 out of 5 stars	Simple, easy, cost saving.	5b61dddb4de5666d346eb770	955
Hassle free transaction	Sep 6, 2018	2018-09-06	Rated 5 out of 5 stars		5b907e5e4de5666d3423c91d	955
Thanks for the great service. I'll be back. Keep it up!	Sep 5, 2018	2018-09-05	Rated 5 out of 5 stars	Thanks for the quick response time, easy application process.Also like to compliment the staff who responded to queries. She was very detailed and clear in her replies. And also double checked on one/ttwo queries I brought up, most patiently.Thank you so much, Yu yan!  ( hope I got your name right :)You've got a gem there, FWD	5b8feb654de5666d34af4d22	955
great online and offline process!	Sep 5, 2018	2018-09-05	Rated 5 out of 5 stars		5b8fdb394de5666d3489dc39	956
simple less hassle to complete the…	Sep 5, 2018	2018-09-05	Rated 4 out of 5 stars	simple less hassle to complete the details required. and just capturing the main details would suffice. :)	5b8fb9d04de5666d346972f5	956
Excellent service	Sep 5, 2018	2018-09-05	Rated 5 out of 5 stars	Excellent service. Staff friendly and helpful. Fast respond. Would buy insurance from FWD for all my travel insurance.	5b8f7b484de5666d343641dd	956
Good Choice Travel Insurance Company	Sep 5, 2018	2018-09-05	Rated 5 out of 5 stars	good customer service and prompt response if any query or claim made.	5b8f67c54de5666d342c33a8	956
fast and hassle free process.	Sep 5, 2018	2018-09-05	Rated 5 out of 5 stars		5b8f65734de5666d342ae21b	956
Its been great and ease of use	Sep 5, 2018	2018-09-05	Rated 5 out of 5 stars		5b8f1d014de5666d3409102b	956
Great follow up	Sep 4, 2018	2018-09-04	Rated 5 out of 5 stars	Great follow up, ease of application	5b8f16c84de5666d3405dd1f	956
Simple and easy	Sep 4, 2018	2018-09-04	Rated 5 out of 5 stars		5b8e89bc4de5666d3495e0e3	956
Good!	Sep 4, 2018	2018-09-04	Rated 5 out of 5 stars	Application is very straight forward & easy. All the items listed are precise & easy to understand. Confirmation sms received immediately after payment is made. Excellent!	5b8e80554de5666d348dbacf	956
Very clean and clear interface	Sep 4, 2018	2018-09-04	Rated 5 out of 5 stars	Very clean and clear interface. Also competitive pricing with one of the most comprehensive coverages and payouts. Highly recommended.	5b8e7edd4de5666d348c822b	956
FAST AND SIMPLE	Sep 4, 2018	2018-09-04	Rated 5 out of 5 stars	FAST AND SIMPLE. NEVER BEEN MUCH EASIER BUYING TRAVEL INSURANCE ONLINE.	5b8e7a8f4de5666d348898ed	956
i got a $100 cheaper and better…	Sep 4, 2018	2018-09-04	Rated 5 out of 5 stars	i got a $100 cheaper and better comprehensive plan ($618) as compared to income. It covers the road side assist as well similar to AA !! I save another $80 not to be AA member:)	5b8e75864de5666d348369d3	956
User friendly.	Sep 4, 2018	2018-09-04	Rated 5 out of 5 stars		5b8e49744de5666d344c09f3	956
great work.	Sep 4, 2018	2018-09-04	Rated 5 out of 5 stars	great work.. simple to use.	5b8e26244de5666d34310d8d	956
Smooth and ease of use.	Sep 4, 2018	2018-09-04	Rated 5 out of 5 stars		5b8e1f9f4de5666d342da749	956
Great	Sep 4, 2018	2018-09-04	Rated 4 out of 5 stars	Great, easy to use.	5b8e117e4de5666d34239f7a	956
Fast and easy.	Sep 4, 2018	2018-09-04	Rated 5 out of 5 stars		5b8dedc74de5666d340a2c23	956
It's easy and fast to get quote and buy…	Sep 3, 2018	2018-09-03	Rated 5 out of 5 stars	It's easy and fast to get quote and buy it.	5b8dc4384de5666d34ef6fa1	956
it says i have 25% off with the promo…	Sep 3, 2018	2018-09-03	Rated 3 out of 5 stars	it says i have 25% off with the promo code but the price remains the same	5b8d0af04de5666d3444a895	956
FAST AND CHEAP	Sep 3, 2018	2018-09-03	Rated 5 out of 5 stars		5b8cd9394de5666d3408ec50	956
Quick and Easy	Sep 3, 2018	2018-09-03	Rated 5 out of 5 stars	Quick and Easy.  All information clear and informative and precise.	58e259c10000ff000a890c3a	957
easy peasy no fuss and no complicated…	Sep 3, 2018	2018-09-03	Rated 5 out of 5 stars	easy peasy no fuss and no complicated forms to complete. Just what i need.	5b8cc4d14de5666d34fcf9bd	957
It is very convenient	Sep 3, 2018	2018-09-03	Rated 4 out of 5 stars	It is very convenient. :)	5b8ca7b34de5666d34e4c736	957
simply and easy to navigate platform	Sep 3, 2018	2018-09-03	Rated 4 out of 5 stars		5b8ca6b84de5666d34e35ae0	957
user friendly and fuss-free online BUT	Sep 2, 2018	2018-09-02	Rated 4 out of 5 stars	user friendly and fuss-free online application process. Only issue is it only accept Visa...Masters & Amex not accepted.	5b8b55674de5666d347eab08	957
Convenient to use	Sep 1, 2018	2018-09-01	Rated 3 out of 5 stars		5b8a9b384de5666d3457624e	957
It is always easy to purchase online…	Sep 1, 2018	2018-09-01	Rated 4 out of 5 stars	It is always easy to purchase online from FWD	5b8a68a54de5666d3406ed17	957
EASY TO USE WITH SUFFICIENT INFO	Sep 1, 2018	2018-09-01	Rated 4 out of 5 stars		5b8a56484de5666d34eb7bd4	957
Nice online user-friendly interface and good pricing.	Sep 1, 2018	2018-09-01	Rated 5 out of 5 stars	Nice and user-friendly interface for buying insurance online.	5b8a25bc4de5666d34a549b5	957
Fast and reliable.	Sep 1, 2018	2018-09-01	Rated 5 out of 5 stars	Fast and reliable.Web interface is very easy to find details of the insurance policy.	5b89fa1e4de5666d346db997	957
Breeze through the purchasing process	Aug 31, 2018	2018-08-31	Rated 4 out of 5 stars	Well-covered and cheaper than other travel insurance. 4 star for browsing, compare and purchase the travel insurance plan	5b894a794de5666d34383f27	957
It's good service and reasonable price	Aug 31, 2018	2018-08-31	Rated 4 out of 5 stars		5b8948d14de5666d3434a866	957
Hassle-free car insurance purchase.	Aug 31, 2018	2018-08-31	Rated 4 out of 5 stars	Hassle-free car insurance purchase.Rates are also competitive. Almost perfect	5b8944454de5666d342dd912	957
good premium package	Aug 31, 2018	2018-08-31	Rated 5 out of 5 stars		5b8942584de5666d34291ee1	957
New customer	Aug 31, 2018	2018-08-31	Rated 4 out of 5 stars	This is our first time with FWD. Hope we make the right choice.I would like praise your staff for being patience , helpful, friendly and polite. Well done team!	5b8932894de5666d34081049	957
fast and easy	Aug 31, 2018	2018-08-31	Rated 5 out of 5 stars		5b89311c4de5666d340650ca	957
straightforward and return purchase of…	Aug 31, 2018	2018-08-31	Rated 5 out of 5 stars	straightforward and return purchase of travel insurance!	5b8914a04de5666d34cebbea	957
Called in to get a quote via the…	Aug 31, 2018	2018-08-31	Rated 5 out of 5 stars	Called in to get a quote via the hotline and Mr Moorali Raj who attended to me, was very patient & politely though I had a lot of queries.He explained the policy and terms thorughly.Which was one of the reasons for me to take up the insurance policy among my other reasons.	5b8907fd4de5666d34b48dad	957
Mark	Aug 31, 2018	2018-08-31	Rated 5 out of 5 stars	Mark, my service agent  is courteous and responsive to my queries  and manage to get a gd quote within the shortest  time . Excellent service and will recommend my friends soon.	5b88fa994de5666d34949db6	957
Good and affordable car insurance	Aug 31, 2018	2018-08-31	Rated 4 out of 5 stars	Good and affordable car insurance, with adds-on voucher(promo). Continue your good promo, and will recommend people and also come back again.... Thanks	5b6aacf74de5666d34db15d3	957
Best insurer experience ever	Aug 31, 2018	2018-08-31	Rated 5 out of 5 stars		5b88ec0e4de5666d3471a9fc	958
The site crashed when trying to pay and…	Aug 31, 2018	2018-08-31	Rated 3 out of 5 stars	The site crashed when trying to pay and I had to start again	5b88e39f4de5666d3467b497	958
Simple & easy format	Aug 31, 2018	2018-08-31	Rated 4 out of 5 stars	Simple and few fields to complete. Not to many pages to scroll through.	5b88e0974de5666d3463b13a	958
immediate response.	Aug 31, 2018	2018-08-31	Rated 5 out of 5 stars		5b88c1fa4de5666d34358956	958
Great	Aug 31, 2018	2018-08-31	Rated 5 out of 5 stars	Great! the user experience is fantastic!	5b88adad4de5666d34191c9d	958
Simple	Aug 31, 2018	2018-08-31	Rated 5 out of 5 stars	Easy, hassle free and competitive prices.	5b889af64de5666d34feb63e	958
Great customer service with great…	Aug 30, 2018	2018-08-30	Rated 5 out of 5 stars	Great customer service with great initiative to address my concern and enquires with my auto insurance	5b8822ef4de5666d34325d82	958
Fuss free and very efficiently done	Aug 30, 2018	2018-08-30	Rated 5 out of 5 stars		5b87fdec4de5666d34e018b7	958
Easy and fast application	Aug 30, 2018	2018-08-30	Rated 5 out of 5 stars	Easy and fast application  .  Great 20% discount!	5b87f82c4de5666d34d474ab	958
convenient and reasonable price	Aug 30, 2018	2018-08-30	Rated 5 out of 5 stars		5b87f7b64de5666d34d378d8	958
Good online experience	Aug 30, 2018	2018-08-30	Rated 5 out of 5 stars	Good experience.  Easy to maneuver. Thanks	5b87eb2b4de5666d34b9741b	958
the website is great and its easy to…	Aug 30, 2018	2018-08-30	Rated 5 out of 5 stars	the website is great and its easy to get around it and everything is explained clearly. Great!	5b87e8574de5666d34b3cb8d	958
Fast	Aug 30, 2018	2018-08-30	Rated 5 out of 5 stars	Fast. Best price. Good customer service.	5b87dec44de5666d34a0fd94	958
Low fee and very friendly website	Aug 30, 2018	2018-08-30	Rated 5 out of 5 stars		5b87cbdf4de5666d347ba4e7	958
Fast & Quick for Registration and Hope…	Aug 30, 2018	2018-08-30	Rated 4 out of 5 stars	Fast & Quick for Registration and Hope it meet our fullest satisfaction, my second time utilize FWD Insurance Service.	5b87be314de5666d3460e1d5	958
Sherlene is very helpful in responding…	Aug 30, 2018	2018-08-30	Rated 4 out of 5 stars	Sherlene is very helpful in responding to my queries.	5b87b3264de5666d3446b27b	958
Good	Aug 30, 2018	2018-08-30	Rated 4 out of 5 stars	Good . Can become better	5b87b2ca4de5666d3445c512	958
Very intuitive interface and very quick…	Aug 30, 2018	2018-08-30	Rated 5 out of 5 stars	Very intuitive interface and very quick processing!	5b87a7fd4de5666d342c091a	958
Fast response from your call centre.	Aug 30, 2018	2018-08-30	Rated 5 out of 5 stars		5b879d9c4de5666d341aafce	958
good services	Aug 30, 2018	2018-08-30	Rated 5 out of 5 stars	good services . keep it up	5b8784c64de5666d34efa9ce	958
Good and fast	Aug 30, 2018	2018-08-30	Rated 5 out of 5 stars		5b877bda4de5666d34e06408	959
Hassle-free!	Aug 30, 2018	2018-08-30	Rated 5 out of 5 stars	Easy process!	5b7e0c364de5666d341e7f74	959
Excellence service from sherrene who…	Aug 30, 2018	2018-08-30	Rated 5 out of 5 stars	Excellence service from sherrene who called me.	5b8750d94de5666d349820b3	959
EFFICIENT PURCHASE, COMPREHENSIVE COVERAGE AND VERY COMPETITIVE PRICING	Aug 29, 2018	2018-08-29	Rated 5 out of 5 stars	EFFICIENT PURCHASE, COMPREHENSIVE COVERAGE AND VERY COMPETITIVE PRICING.	5b86a3fb4de5666d344adb20	959
excellant website.easy to use.	Aug 29, 2018	2018-08-29	Rated 5 out of 5 stars		5b869ce24de5666d343ba2e0	959
First Annual Travel Insurance Purchased	Aug 29, 2018	2018-08-29	Rated 5 out of 5 stars	First time getting an annual travel Insurance. Was recommended by an agent to get it from FWD. The process was simple hope the service is good when needed. Thanks	5b8668df4de5666d34cbac4e	959
Very quick responses to my query and…	Aug 29, 2018	2018-08-29	Rated 5 out of 5 stars	Very quick responses to my query and consistent follow up. Competitive prices among other providers, highly recommended.	5b8648204de5666d3485b5d3	959
mind blown	Aug 29, 2018	2018-08-29	Rated 5 out of 5 stars	Prompt customer services, competitive pricing and additional perks promo. I've never bought car insurance lower than this before. after the vouchers offset, I'm only paying S$250 for car insurance! mind blowing..	5b8618854de5666d34334819	959
Super easy to use interface	Aug 28, 2018	2018-08-28	Rated 5 out of 5 stars	Super easy to use interface. 24/7 Convenience! Great pricing!	5b853ad54de5666d346eab1e	959
very good customer service	Aug 28, 2018	2018-08-28	Rated 5 out of 5 stars	very good customer service, very satisfied.	5b84fbaf4de5666d34eba020	959
Something wrong with the Payment with…	Aug 28, 2018	2018-08-28	Rated 4 out of 5 stars	Something wrong with the Payment with my mastercard and no reason was provided why it didnt go through. Had to get another credit card	5b84f8094de5666d34e62a32	959
FWD travel insurance	Aug 28, 2018	2018-08-28	Rated 5 out of 5 stars	Buying travel insurance from FWD was the best thing I did for my past business trip to USA. My flights were all messed up because of a typhoon and I was delayed by 29+ hours. The insurance officers were helpful and understanding when I called them to clarify the coverage, and the claiming process was smooth and only took about 2 weeks. Everything was so hassle-free. I will definitely be buying insurance from FWD again.	5b84ee0f4de5666d34d73bde	959
Pretty impressed so far!	Aug 28, 2018	2018-08-28	Rated 5 out of 5 stars	Pretty impressed so far. Accidentally made a wrong selection and timed out my first attempt. Before I could make payment on the re-application, someone from FWD had rang me up to check if I needed assistance.	5b84c7654de5666d349c72a9	959
fast and easy	Aug 28, 2018	2018-08-28	Rated 5 out of 5 stars		5b84b7a54de5666d3485ca18	959
THE MOBILE WEB BROWSER KEEPS FAILING	Aug 28, 2018	2018-08-28	Rated 3 out of 5 stars		5b84b1154de5666d347bf5e9	959
It’s a breeze !! ❤️❤️❤️	Aug 27, 2018	2018-08-27	Rated 5 out of 5 stars	Simple, easy & straight forward !! It’s a breeze every travel insurance purchase. ❤️❤️❤️	5b3ed1e44de5666d34e523b2	959
Easy to use	Aug 27, 2018	2018-08-27	Rated 5 out of 5 stars	Easy to use. However, I'm not sure if there was supposed to be a cheque due to me for referring my friend to purchase Travel insurance for our trip in May 2018, can you please check and revert. Also when would the $30 voucher be sent to me?	5b6bb52b4de5666d34b096d2	959
Repeated customers	Aug 27, 2018	2018-08-27	Rated 5 out of 5 stars	HI,I am  repeated customer for FWD. I would suggest for repeated customers, your data system should pull out the customer information (which already completed due to previous purchases), so that the customer no need to fill up the personal information again, which your system should allow changes by the customers if necessary. In this way it will be more productive and user friendly for the customers. Thank you.	5b8376844de5666d34ad4a97	959
So far the online application was easy…	Aug 27, 2018	2018-08-27	Rated 4 out of 5 stars	So far the online application was easy and the most straightforward of all the insurers I looked at.  Hope the claims process is as easy!	5b8374b24de5666d34abb657	959
Ease of getting a quote	Aug 25, 2018	2018-08-25	Rated 5 out of 5 stars	Ease of getting a quote, great discounts!	5b8124734de5666d34848175	959
Fast	Aug 24, 2018	2018-08-24	Rated 5 out of 5 stars	Fast, User Friendly and breakdown the details information to apply.	5b7f8e1a4de5666d34357d82	960
Choice of downloading policy on website	Updated Aug 25, 2018	2018-08-25	Rated 2 out of 5 stars	Would prefer to have the choice to download the policy details on the final page than to send it to my email.I am not able to access the benefit table during the application at the summary page and I was not able to download the policy wording at the main page.	5b7ec5364de5666d34ab72d3	960
Slow loading time in between steps	Aug 23, 2018	2018-08-23	Rated 3 out of 5 stars		5b7eb3e54de5666d3499bdd8	960
I have compared with others plans of…	Aug 23, 2018	2018-08-23	Rated 5 out of 5 stars	I have compared with others plans of POSB and NTUC. I feel this one is better than those.	5b7e911d4de5666d347b2c46	960
Affordable pricing	Aug 23, 2018	2018-08-23	Rated 4 out of 5 stars		5b7e8b864de5666d347571cb	960
Fast and Easy!	Aug 23, 2018	2018-08-23	Rated 5 out of 5 stars	Fast and easy to apply with detail breakdown!	5b7e3ee24de5666d34388152	960
Simple	Aug 23, 2018	2018-08-23	Rated 5 out of 5 stars	Simple. Competitive rates.	5a819fb8f675864e5601045d	960
Fast and Simple with clicks away	Aug 22, 2018	2018-08-22	Rated 5 out of 5 stars	Fast and Simple with clicks away, best price you can find!	5b7d66a54de5666d34949cdd	960
Quick	Aug 22, 2018	2018-08-22	Rated 5 out of 5 stars	Quick and Fast	5b7d04c04de5666d3433abec	960
I'm buying this for my schengen visa	Aug 22, 2018	2018-08-22	Rated 4 out of 5 stars	I'm buying this for my schengen visa. Some of the required items are not listed in the highlights, I have to dig up the full details.	5b7ca89a4de5666d3404ce87	960
Unable to key in promo code	Aug 22, 2018	2018-08-22	Rated 4 out of 5 stars	Although the process is fast and smooth. But I am unable to key in the promo code as the area to key in is missing.	5b7ca8714de5666d3404b709	960
Satisfied customer	Aug 21, 2018	2018-08-21	Rated 5 out of 5 stars	I did a claim for my friend and it was easy and attended with fast response. Very satisfied. Have been sharing this with my friends.	5b7c3bf44de5666d34a9144d	960
Excellent products and services!	Aug 21, 2018	2018-08-21	Rated 5 out of 5 stars	it's very easy to use and with my past experiences, I like FWD. Whenever I call, they are very helpful and informative too.	5b7a29694de5666d34e2d8d5	960
Next button doesn't work initially…	Aug 21, 2018	2018-08-21	Rated 3 out of 5 stars	Next button doesn't work initially after ending promo code. Also, I chose $100000 coverage initially, then choose $200000 on the later page, but $100000 is shown with the higher price under $200000.	5b7b71074de5666d34fe3ad5	960
